"Order";"Level";"Code";"Parent";"Description";"This_item_includes";"This_item_also_includes";"Rulings";"This_item_excludes";"Reference_to_ISIC_Rev._4"
398559;4;"08.91";"08.9";"Mining of chemical and fertiliser minerals";"This class includes:
- mining of natural phosphates and natural potassium salts
- mining of native sulphur
- extraction and preparation of pyrites and pyrrhotite, except roasting
- mining of natural barium sulphate and carbonate (barytes and witherite), natural borates, natural magnesium sulphates (kieserite)
- mining of earth colours, fluorspar and other minerals valued chiefly as a source of chemicals";"This class also includes:
- guano mining";"";"This class excludes:
- extraction of salt, see 08.93
- roasting of iron pyrites, see 20.13
- manufacture of synthetic fertilisers and nitrogen compounds, see 20.15";"0891"
398560;4;"08.92";"08.9";"Extraction of peat";"This class includes:
- peat digging
- preparation of peat to improve quality or facilitate transport or storage";"";"";"This class excludes:
- service activities incidental to peat mining, see 09.90
- manufacture of peat briquettes, see 19.20
- manufacture of potting soil mixtures of peat, natural soil, sands, clays, fertiliser minerals etc., see 20.15
- manufacture of articles of peat, see 23.99";"0892"
398561;4;"08.93";"08.9";"Extraction of salt";"This class includes:
- extraction of salt from underground including by dissolving and pumping
- salt production by evaporation of sea water or other saline waters
- crushing, purification and refining of salt by the producer";"";"";"This class excludes:
- processing of salt into food-grade salt, e.g. iodised salt, see 10.84
- potable water production by evaporation of saline water, see 36.00";"0893"
398562;4;"08.99";"08.9";"Other mining and quarrying n.e.c.";"This class includes:
- mining and quarrying of various minerals and materials:
  . abrasive materials, asbestos, siliceous fossil meals, natural graphite, steatite (talc), feldspar etc.
  . natural asphalt, asphaltites and asphaltic rock; natural solid bitumen
  . gemstones, quartz, mica etc.";"";"";"";"0899"
398563;2;"09";"B";"Mining support service activities";"This division includes specialised support services incidental to mining provided on a fee or contract basis. It includes exploration services through traditional prospecting methods such as taking core samples and making geological observations as well as drilling, test-drilling or redrilling for oil wells, metallic and non-metallic minerals. Other typical services cover building oil and gas well foundations, cementing oil and gas well casings, cleaning, bailing and swabbing oil and gas wells, draining and pumping mines, overburden removal services at mines, etc.";"";"";"";"09"
398564;3;"09.1";"09";"Support activities for petroleum and natural gas extraction";"";"";"";"";"091"
398565;4;"09.10";"09.1";"Support activities for petroleum and natural gas extraction";"This class includes:
- oil and gas extraction service activities provided on a fee or contract basis:
  . exploration services in connection with petroleum or gas extraction, e.g. traditional prospecting methods, such as making geological observations at prospective sites
  . directional drilling and redrilling; ""spudding in""; derrick erection in situ, repairing and dismantling; cementing oil and gas well casings; pumping of wells; plugging and abandoning wells etc.
  . liquefaction and regasification of natural gas for purpose of transport, done at the mine site
  . draining and pumping services, on a fee or contract basis
  . test drilling in connection with petroleum or gas extraction";"This class also includes:
- oil and gas field fire fighting services";"";"This class excludes:
- service activities performed by operators of oil or gas fields, see 06.10, 06.20
- specialised repair of mining machinery, see 33.12
- liquefaction and regasification of natural gas for purpose of transport, done off the mine site, see 52.21
- geophysical, geologic and seismic surveying, see 71.12";"0910"
398566;3;"09.9";"09";"Support activities for other mining and quarrying";"";"";"";"";"099"
398567;4;"09.90";"09.9";"Support activities for other mining and quarrying";"This class includes:
- support services on a fee or contract basis, required for mining activities of divisions 05, 07 and 08
  . exploration services, e.g. traditional prospecting methods, such as taking core samples and making geological observations at prospective sites
  . draining and pumping services, on a fee or contract basis
  . test drilling and test hole boring";"";"- Quarries blasting activities";"This class excludes:
- operating mines or quarries on a contract or fee basis, see division 05, 07 or 08
- specialised repair of mining machinery, see 33.12
- geophysical surveying services, on a contract or fee basis, see 71.12";"0990"
398568;1;"C";"";"MANUFACTURING";"This section includes the physical or chemical transformation of materials, substances, or components into new products, although this cannot be used as the single universal criterion for defining manufacturing (see remark on processing of waste below). The materials, substances, or components transformed are raw materials that are products of agriculture, forestry, fishing, mining or quarrying as well as products of other manufacturing activities. Substantial alteration, renovation or reconstruction of goods is generally considered to be manufacturing.

The output of a manufacturing process may be finished in the sense that it is ready for utilisation or consumption, or it may be semi-finished in the sense that it is to become an input for further manufacturing. For example, the output of alumina refining is the input used in the primary production of aluminium; primary aluminium is the input to aluminium wire drawing; and aluminium wire is the input for the manufacture of fabricated wire products.

Manufacture of specialised components and parts of, and accessories and attachments to, machinery and equipment is, as a general rule, classified in the same class as the manufacture of the machinery and equipment for which the parts and accessories are intended. Manufacture of unspecialised components and parts of machinery and equipment, e.g. engines, pistons, electric motors, electrical assemblies, valves, gears, roller bearings, is classified in the appropriate class of manufacturing, without regard to the machinery and equipment in which these items may be included. However, making specialised components and accessories by moulding or extruding plastics materials is included in group 22.2.

Assembly of the component parts of manufactured products is considered manufacturing. This includes the assembly of manufactured products from either self-produced or purchased components. 

The recovery of waste, i.e. the processing of waste into secondary raw materials is classified in group 38.3 (Materials recovery). While this may involve physical or chemical transformations, this is not considered to be a part of manufacturing. The primary purpose of these activities is considered to be the treatment or processing of waste and they are therefore classified in Section E (Water supply; sewerage, waste management and remediation activities). However, the manufacture of new final products (as opposed to secondary raw materials) is classified in manufacturing, even if these processes use waste as an input. For example, the production of silver from film waste is considered to be a manufacturing process.

Specialised maintenance and repair of industrial, commercial and similar machinery and equipment is, in general, classified in division 33 (Repair, maintenance and installation of machinery and equipment). However, the repair of computers and personal and household goods is classified in division 95 (Repair of computers and personal and household goods), while the repair of motor vehicles is classified in division 45 (Wholesale and retail trade and repair of motor vehicles and motorcycles). 

The installation of machinery and equipment, when carried out as a specialised activity, is classified in 33.20. 

Remark: The boundaries of manufacturing and the other sectors of the classification system can be somewhat blurry. As a general rule, the activities in the manufacturing section involve the transformation of materials into new products. Their output is a new product. However, the definition of what constitutes a new product can be somewhat subjective. As clarification, the following activities are considered manufacturing in NACE:
- fresh fish processing (oyster shucking, fish filleting), not done on a fishing boat (see 10.20)
- milk pasteurising and bottling (see 10.51)
- leather converting (see 15.11)
- wood preserving (see 16.10)
- printing and related activities (see 18.1)
- tyre retreading (see 22.11)
- ready-mixed concrete production (see 23.63)
- electroplating, plating, and metal heat treating (see 25.61)
- rebuilding or remanufacture of machinery (e.g. automobile engines, see 29.10)

Conversely, there are activities that, although sometimes involving transformation processes, are classified in other sections of NACE; in other words, they are not classified as manufacturing. They include:
- logging, classified in section A (Agriculture, forestry and fishing);
- beneficiating of agricultural products, classified in section A (Agriculture, forestry and fishing); 
- preparation of food for immediate consumption on the premises is classified to division 56 (Food and beverage service activities);
- beneficiating of ores and other minerals, classified in section B (Mining and quarrying); 
- construction of structures and fabricating operations performed at the site of construction, classified in section F (Construction);
- activities of breaking bulk and redistribution in smaller lots, including packaging, repackaging, or bottling products, such as liquors or chemicals; sorting of scrap; mixing paints to customer order; and cutting metals to customer order; treatment not resulting into a different good is classified to section G (Wholesale and retail trade; repair of motor vehicles and motorcycles).";"";"";"";"C"
